tweet_id,favorites,user_followers,user_favourites,date_time
864279568663928832,13057,9326887,147183,2017-05-16 00:41:21
864197398364647424,26606,9326887,147183,2017-05-15 19:14:50
863907417377173506,18390,9327297,147186,2017-05-15 00:02:33
863553081350529029,13655,9326887,147183,2017-05-14 00:34:33
863471782782697472,0,9326887,147183,2017-05-13 19:11:30
863432100342583297,21265,9326887,147183,2017-05-13 16:33:49
863427515083354112,1957,9326887,147183,2017-05-13 16:15:35
863079547188785154,7888,9326887,147183,2017-05-12 17:12:53
863062471531167744,7520,9326887,147183,2017-05-12 16:05:02
862831371563274240,17201,9326887,147183,2017-05-12 00:46:44
862722525377298433,15320,9326887,147183,2017-05-11 17:34:13
862457590147678208,18249,9326887,147183,2017-05-11 00:01:27
862096992088072192,66166,9326887,147183,2017-05-10 00:08:34
861383897657036800,32240,9326887,147183,2017-05-08 00:54:59
861288531465048066,15326,9326887,147183,2017-05-07 18:36:02
861005113778896900,14969,9326887,147183,2017-05-06 23:49:50
860981674716409858,0,9326887,147183,2017-05-06 22:16:42
860924035999428608,0,9326887,147183,2017-05-06 18:27:40
860563773140209665,6716,9326887,147183,2017-05-05 18:36:06
860524505164394496,21226,9326887,147183,2017-05-05 16:00:04
860276583193509888,16554,9326887,147183,2017-05-04 23:34:55
860184849394610176,14991,9326887,147183,2017-05-04 17:30:24
860177593139703809,0,9326887,147183,2017-05-04 17:01:34
859924526012018688,17593,9327273,147182,2017-05-04 00:15:58
859851578198683649,13959,9326887,147183,2017-05-03 19:26:06
859607811541651456,16813,9326887,147183,2017-05-03 03:17:27
859196978902773760,80428,9326887,147183,2017-05-02 00:04:57
859074603037188101,30383,9326887,147183,2017-05-01 15:58:40
858860390427611136,0,9326887,147183,2017-05-01 01:47:28
858843525470990336,14102,9326887,147183,2017-05-01 00:40:27
858471635011153920,19458,9326887,147183,2017-04-30 00:02:42
858107933456039936,14217,9326887,147183,2017-04-28 23:57:28
857989990357356544,14477,9326887,147183,2017-04-28 16:08:49
857746408056729600,30761,9326887,147183,2017-04-28 00:00:54
857393404942143489,5300,9326887,147183,2017-04-27 00:38:11
857263160327368704,18223,9326887,147183,2017-04-26 16:00:39
857214891891077121,203,9326887,147183,2017-04-26 12:48:51
857062103051644929,0,9326887,147183,2017-04-26 02:41:43
857029823797047296,17025,9326887,147183,2017-04-26 00:33:27
856543823941562368,14814,9326887,147183,2017-04-24 16:22:16
856526610513747968,10810,9326887,147183,2017-04-24 15:13:52
856288084350160898,487,9326887,147183,2017-04-23 23:26:03
856282028240666624,25200,9326887,147183,2017-04-23 23:01:59
855862651834028034,302,9327297,147186,2017-04-22 19:15:32
855860136149123072,4402,9326887,147183,2017-04-22 19:05:32
855857698524602368,10848,9326887,147183,2017-04-22 18:55:51
855851453814013952,41859,9326887,147183,2017-04-22 18:31:02
855818117272018944,24252,9326887,147183,2017-04-22 16:18:34
855459453768019968,27056,9326887,147183,2017-04-21 16:33:22
855245323840757760,0,9326887,147183,2017-04-21 02:22:29
855138241867124737,0,9326887,147183,2017-04-20 19:16:59
854732716440526848,20636,9327273,147182,2017-04-19 16:25:34
854482394044301312,26543,9326887,147183,2017-04-18 23:50:52
854365224396361728,17177,9326887,147183,2017-04-18 16:05:17
854120357044912130,29190,9326887,147183,2017-04-17 23:52:16
854010172552949760,14820,9326887,147183,2017-04-17 16:34:26
853760880890318849,26049,9326887,147183,2017-04-17 00:03:50
853639147608842240,31515,9326887,147183,2017-04-16 16:00:07
853299958564483072,14153,9326887,147183,2017-04-15 17:32:18
852936405516943360,0,9326887,147183,2017-04-14 17:27:40
852912242202992640,8245,9326887,147183,2017-04-14 15:51:39
852672615818899456,13625,9326887,147183,2017-04-13 23:59:28
852553447878664193,14883,9326887,147183,2017-04-13 16:05:56
852311364735569921,30314,9326887,147183,2017-04-13 00:03:59
852226086759018497,18325,9326887,147183,2017-04-12 18:25:07
852189679701164033,10563,9326887,147183,2017-04-12 16:00:27
851591660324737024,14940,9326887,147183,2017-04-11 00:24:08
851464819735769094,22241,9326887,147183,2017-04-10 16:00:07
851224888060895234,19024,9326887,147183,2017-04-10 00:06:42
850753642995093505,28118,9326887,147183,2017-04-08 16:54:09
850380195714523136,12067,9326887,147183,2017-04-07 16:10:12
850333567704068097,3189,9326887,147183,2017-04-07 13:04:55
850145622816686080,15032,9326887,147183,2017-04-07 00:38:06
850019790995546112,18766,9326887,147183,2017-04-06 16:18:05
849776966551130114,27891,9326887,147183,2017-04-06 00:13:11
849668094696017920,0,9326887,147183,2017-04-05 17:00:34
849412302885593088,14661,9326887,147183,2017-04-05 00:04:08
849336543269576704,10550,9326887,147183,2017-04-04 19:03:06
849051919805034497,38980,9326887,147183,2017-04-04 00:12:06
848690551926992896,23255,9326887,147183,2017-04-03 00:16:10
848324959059550208,22820,9326887,147183,2017-04-02 00:03:26
848213670039564288,7534,9326887,147183,2017-04-01 16:41:12
848212111729840128,15017,9326887,147183,2017-04-01 16:35:01
847978865427394560,0,9326887,147183,2017-04-01 01:08:10
847971574464610304,0,9326887,147183,2017-04-01 00:39:12
847962785489326080,21717,9326887,147183,2017-04-01 00:04:17
847842811428974592,5009,9326887,147183,2017-03-31 16:07:33
847617282490613760,6463,9326887,147183,2017-03-31 01:11:22
847606175596138505,17337,9326887,147183,2017-03-31 00:27:14
847251039262605312,18950,9326887,147183,2017-03-30 00:56:03
847157206088847362,18355,9326887,147183,2017-03-29 18:43:12
847116187444137987,19865,9326887,147183,2017-03-29 16:00:12
846874817362120707,18603,9326887,147183,2017-03-29 00:01:05
846514051647705089,41152,9326887,147183,2017-03-28 00:07:32
846505985330044928,13056,9326887,147183,2017-03-27 23:35:28
846153765933735936,29083,9326887,147183,2017-03-27 00:15:53
846139713627017216,28785,9326887,147183,2017-03-26 23:20:02
846042936437604353,14797,9326887,147183,2017-03-26 16:55:29
845812042753855489,26996,9326887,147183,2017-03-26 01:38:00
845677943972139009,23410,9326887,147183,2017-03-25 16:45:08
845397057150107648,7083,9326887,147183,2017-03-24 22:08:59
845306882940190720,21602,9326887,147183,2017-03-24 16:10:40
845098359547420673,0,9326887,147183,2017-03-24 02:22:04
844979544864018432,12673,9326887,147183,2017-03-23 18:29:57
844973813909606400,13927,9326887,147183,2017-03-23 18:07:10
844580511645339650,15280,9326887,147183,2017-03-22 16:04:20
844223788422217728,12689,9326887,147183,2017-03-21 16:26:50
843981021012017153,14098,9326887,147183,2017-03-21 00:22:10
843856843873095681,19947,9326887,147183,2017-03-20 16:08:44
843604394117681152,15692,9326887,147183,2017-03-19 23:25:35
843235543001513987,19952,9326887,147183,2017-03-18 22:59:54
842846295480000512,14206,9326887,147183,2017-03-17 21:13:10
842765311967449089,6296,9326887,147183,2017-03-17 15:51:22
842535590457499648,16901,9326887,147183,2017-03-17 00:38:32
842163532590374912,22716,9326887,147183,2017-03-16 00:00:07
842115215311396866,13025,9326887,147183,2017-03-15 20:48:07
841833993020538882,0,9326887,147183,2017-03-15 02:10:39
841680585030541313,24032,9326887,147183,2017-03-14 16:01:03
841439858740625411,11724,9326887,147183,2017-03-14 00:04:30
841320156043304961,18406,9326887,147183,2017-03-13 16:08:50
841314665196081154,14747,9326887,147183,2017-03-13 15:47:01
841077006473256960,21320,9326887,147183,2017-03-13 00:02:39
840761248237133825,0,9326887,147183,2017-03-12 03:07:56
840728873075638272,0,9326887,147183,2017-03-12 00:59:17
840698636975636481,163,9326887,147183,2017-03-11 22:59:09
840696689258311684,11477,9326887,147183,2017-03-11 22:51:24
840632337062862849,8421,9326887,147183,2017-03-11 18:35:42
840370681858686976,15330,9326887,147183,2017-03-11 01:15:58
840268004936019968,17893,9326887,147183,2017-03-10 18:27:58
839990271299457024,12529,9326887,147183,2017-03-10 00:04:21
839549326359670784,25554,9326887,147183,2017-03-08 18:52:12
839290600511926273,0,9326887,147183,2017-03-08 01:44:07
839239871831150596,25225,9326887,147183,2017-03-07 22:22:32
838952994649550848,18356,9326887,147183,2017-03-07 03:22:35
838921590096166913,10419,9326887,147183,2017-03-07 01:17:48
838916489579200512,0,9326887,147183,2017-03-07 00:57:32
838831947270979586,0,9326887,147183,2017-03-06 19:21:35
838561493054533637,10242,9326887,147183,2017-03-06 01:26:54
838476387338051585,20959,9326887,147183,2017-03-05 19:48:43
838201503651401729,0,9326887,147183,2017-03-05 01:36:26
838150277551247360,1569,9326887,147183,2017-03-04 22:12:52
838085839343206401,134,9326887,147183,2017-03-04 17:56:49
838083903487373313,16451,9326887,147183,2017-03-04 17:49:08
837820167694528512,31821,9326887,147183,2017-03-04 00:21:08
837482249356513284,3604,9326887,147183,2017-03-03 01:58:22
837471256429613056,11969,9327297,147186,2017-03-03 01:14:41
837110210464448512,15061,9326887,147183,2017-03-02 01:20:01
836989968035819520,11942,9326887,147183,2017-03-01 17:22:13
836753516572119041,18115,9326887,147183,2017-03-01 01:42:39
836677758902222849,11840,9326887,147183,2017-02-28 20:41:37
836648853927522308,0,9326887,147183,2017-02-28 18:46:45
836397794269200385,0,9326887,147183,2017-02-28 02:09:08
836380477523124226,13897,9326887,147183,2017-02-28 01:00:19
836260088725786625,19945,9326887,147183,2017-02-27 17:01:56
836001077879255040,17880,9326887,147183,2017-02-26 23:52:43
835685285446955009,0,9326887,147183,2017-02-26 02:57:52
835574547218894849,16633,9326887,147183,2017-02-25 19:37:50
835536468978302976,0,9327273,147182,2017-02-25 17:06:32
835309094223372289,0,9326887,147183,2017-02-25 02:03:02
835297930240217089,15427,9326887,147183,2017-02-25 01:18:40
835264098648616962,7232,9326887,147183,2017-02-24 23:04:14
835246439529840640,1990,9326887,147183,2017-02-24 21:54:03
835172783151792128,24553,9326887,147183,2017-02-24 17:01:22
835152434251116546,20940,9326887,147183,2017-02-24 15:40:31
834931633769889797,10096,9326887,147183,2017-02-24 01:03:08
834786237630337024,20205,9326887,147183,2017-02-23 15:25:23
834574053763584002,12805,9326887,147183,2017-02-23 01:22:14
834477809192075265,0,9326887,147183,2017-02-22 18:59:48
834458053273591808,9026,9326887,147183,2017-02-22 17:41:18
834209720923721728,19238,9326887,147183,2017-02-22 01:14:30
834167344700198914,14820,9326887,147183,2017-02-21 22:26:07
834089966724603904,9440,9326887,147183,2017-02-21 17:18:39
834086379323871233,12229,9326887,147183,2017-02-21 17:04:24
833863086058651648,12612,9326887,147183,2017-02-21 02:17:06
833826103416520705,17070,9326887,147183,2017-02-20 23:50:09
833732339549220864,0,9326887,147183,2017-02-20 17:37:34
833722901757046785,19666,9326887,147183,2017-02-20 17:00:04
833479644947025920,13994,9326887,147183,2017-02-20 00:53:27
833124694597443584,18977,9326887,147183,2017-02-19 01:23:00
832998151111966721,12417,9326887,147183,2017-02-18 17:00:10
832769181346996225,0,9326887,147183,2017-02-18 01:50:19
832757312314028032,15822,9327297,147186,2017-02-18 01:03:09
832682457690300417,11138,9326887,147183,2017-02-17 20:05:43
832645525019123713,2735,9326887,147183,2017-02-17 17:38:57
832636094638288896,14876,9326887,147183,2017-02-17 17:01:29
832397543355072512,11232,9326887,147183,2017-02-17 01:13:34
832369877331693569,16069,9326887,147183,2017-02-16 23:23:38
832273440279240704,10642,9326887,147183,2017-02-16 17:00:25
832215909146226688,0,9326887,147183,2017-02-16 13:11:49
832215726631055365,0,9326887,147183,2017-02-16 13:11:05
832088576586297345,59,9326887,147183,2017-02-16 04:45:50
832040443403784192,0,9326887,147183,2017-02-16 01:34:34
832032802820481025,16764,9326887,147183,2017-02-16 01:04:13
831939777352105988,22462,9326887,147183,2017-02-15 18:54:34
831926988323639298,319,9326887,147183,2017-02-15 18:03:45
831911600680497154,25822,9326887,147183,2017-02-15 17:02:36
831670449226514432,9777,9326887,147183,2017-02-15 01:04:21
831650051525054464,6677,9326887,147183,2017-02-14 23:43:18
831552930092285952,8450,9326887,147183,2017-02-14 17:17:22
831322785565769729,8748,9326887,147183,2017-02-14 02:02:51
831315979191906304,6169,9326887,147183,2017-02-14 01:35:49
831309418084069378,11082,9326887,147183,2017-02-14 01:09:44
831262627380748289,11149,9326887,147183,2017-02-13 22:03:49
830956169170665475,7504,9326887,147183,2017-02-13 01:46:03
830583320585068544,62359,9326887,147183,2017-02-12 01:04:29
830173239259324417,0,9326887,147183,2017-02-10 21:54:58
830097400375152640,9150,9326887,147183,2017-02-10 16:53:37
829878982036299777,0,9326887,147183,2017-02-10 02:25:42
829861396166877184,11510,9326887,147183,2017-02-10 01:15:49
829501995190984704,29860,9326887,147183,2017-02-09 01:27:41
829449946868879360,9864,9326887,147183,2017-02-08 22:00:52
829141528400556032,22887,9326887,147183,2017-02-08 01:35:19
829011960981237760,50211,9326887,147183,2017-02-07 17:00:28
828801551087042563,0,9326887,147183,2017-02-07 03:04:22
828770345708580865,24065,9326886,147183,2017-02-07 01:00:22
828708714936930305,34224,9326886,147183,2017-02-06 20:55:28
828650029636317184,8941,9326886,147183,2017-02-06 17:02:17
828409743546925057,6037,9326886,147183,2017-02-06 01:07:28
828408677031882754,7247,9326886,147183,2017-02-06 01:03:14
828381636999917570,11856,9326886,147183,2017-02-05 23:15:47
828376505180889089,6976,9326886,147183,2017-02-05 22:55:23
828372645993398273,11853,9326886,147183,2017-02-05 22:40:03
828361771580813312,2069,9326886,147183,2017-02-05 21:56:51
828046555563323392,11040,9326886,147183,2017-02-05 01:04:17
828011680017821696,9761,9326886,147183,2017-02-04 22:45:42
827933404142436356,18820,9326886,147183,2017-02-04 17:34:40
827653905312006145,14561,9326886,147183,2017-02-03 23:04:02
827600520311402496,7053,9326886,147183,2017-02-03 19:31:54
827324948884643840,14932,9326886,147183,2017-02-03 01:16:53
827199976799354881,9986,9326886,147183,2017-02-02 17:00:17
826958653328592898,20291,9326886,147183,2017-02-02 01:01:21
826848821049180160,33996,9326886,147183,2017-02-01 17:44:55
826615380357632002,0,9326886,147183,2017-02-01 02:17:19
826598799820865537,4855,9326886,147183,2017-02-01 01:11:25
826598365270007810,9432,9326886,147183,2017-02-01 01:09:42
826476773533745153,17345,9326886,147183,2017-01-31 17:06:32
826240494070030336,12510,9326886,147183,2017-01-31 01:27:39
826204788643753985,4594,9326886,147183,2017-01-30 23:05:46
826115272272650244,14725,9326886,147183,2017-01-30 17:10:04
825876512159186944,9913,9326886,147183,2017-01-30 01:21:19
825829644528148480,12000,9326886,147183,2017-01-29 22:15:05
825535076884762624,53890,9326886,147183,2017-01-29 02:44:34
825147591692263424,17225,9326886,147183,2017-01-28 01:04:51
825120256414846976,0,9326886,147183,2017-01-27 23:16:13
825026590719483904,5898,9326886,147183,2017-01-27 17:04:02
824796380199809024,0,9326886,147183,2017-01-27 01:49:15
824775126675836928,14035,9326886,147183,2017-01-27 00:24:48
824663926340194305,9930,9326886,147183,2017-01-26 17:02:56
824325613288833024,11154,9326886,147183,2017-01-25 18:38:36
824297048279236611,14198,9326886,147183,2017-01-25 16:45:05
824025158776213504,4571,9326886,147183,2017-01-24 22:44:42
823939628516474880,10046,9326886,147183,2017-01-24 17:04:50
823719002937630720,0,9326886,147183,2017-01-24 02:28:08
823699002998870016,13190,9326886,147183,2017-01-24 01:08:40
823581115634085888,12242,9326886,147183,2017-01-23 17:20:14
823333489516937216,662,9326886,147183,2017-01-23 00:56:15
823322678127919110,14798,9326886,147183,2017-01-23 00:13:17
823269594223824897,0,9326886,147183,2017-01-22 20:42:21
822975315408461824,16341,9326886,147183,2017-01-22 01:12:59
822872901745569793,123852,9326886,147183,2017-01-21 18:26:02
822859134160621569,12429,9326886,147183,2017-01-21 17:31:20
822647212903690241,0,9326886,147183,2017-01-21 03:29:14
822610361945911296,13943,9326886,147183,2017-01-21 01:02:48
822489057087389700,17078,9326886,147183,2017-01-20 17:00:46
822462944365645825,26253,9326886,147183,2017-01-20 15:17:01
822244816520155136,33057,9326886,147183,2017-01-20 00:50:15
822163064745328640,0,9326886,147183,2017-01-19 19:25:24
821886076407029760,10661,9326886,147183,2017-01-19 01:04:45
821813639212650496,0,9326886,147183,2017-01-18 20:16:54
821765923262631936,7896,9326886,147183,2017-01-18 17:07:18
821522889702862852,7559,9326886,147183,2017-01-18 01:01:34
821421320206483457,0,9326886,147183,2017-01-17 18:17:58
821407182352777218,11086,9326886,147183,2017-01-17 17:21:47
821153421864615936,236,9326886,147183,2017-01-17 00:33:26
821149554670182400,8091,9326886,147183,2017-01-17 00:18:04
821107785811234820,9053,9326886,147183,2017-01-16 21:32:06
821044531881721856,11932,9326886,147183,2017-01-16 17:20:45
820837357901512704,0,9326886,147183,2017-01-16 03:37:31
820749716845686786,29782,9326886,147183,2017-01-15 21:49:15
820690176645140481,11567,9326886,147183,2017-01-15 17:52:40
820494788566847489,0,9326886,147183,2017-01-15 04:56:16
820446719150292993,0,9326886,147183,2017-01-15 01:45:15
820314633777061888,3154,9326886,147183,2017-01-14 17:00:24
820078625395449857,18612,9326886,147183,2017-01-14 01:22:35
820013781606658049,0,9326886,147183,2017-01-13 21:04:55
819952236453363712,5014,9326886,147183,2017-01-13 17:00:21
819924195358416896,12209,9326886,147183,2017-01-13 15:08:56
819711362133872643,12596,9326886,147183,2017-01-13 01:03:12
819588359383371776,9143,9326886,147183,2017-01-12 16:54:26
819347104292290561,6822,9326886,147183,2017-01-12 00:55:47
819238181065359361,2134,9326886,147183,2017-01-11 17:42:57
819227688460238848,21757,9326886,147183,2017-01-11 17:01:16
819015337530290176,0,9326886,147183,2017-01-11 02:57:27
819015331746349057,0,9326886,147183,2017-01-11 02:57:26
819006400881917954,42948,9326886,147183,2017-01-11 02:21:57
819004803107983360,82545,9326886,147183,2017-01-11 02:15:36
818646164899774465,0,9326886,147183,2017-01-10 02:30:30
818627210458333184,21189,9326886,147183,2017-01-10 01:15:10
818614493328580609,9287,9326886,147183,2017-01-10 00:24:38
818588835076603904,0,9326886,147183,2017-01-09 22:42:41
818536468981415936,10256,9326886,147183,2017-01-09 19:14:36
818307523543449600,0,9326886,147183,2017-01-09 04:04:51
818259473185828864,10403,9326886,147183,2017-01-09 00:53:55
818145370475810820,11599,9326886,147183,2017-01-08 17:20:31
817908911860748288,4599,9326886,147183,2017-01-08 01:40:55
817827839487737858,48529,9326886,147183,2017-01-07 20:18:46
817777686764523521,10205,9326886,147183,2017-01-07 16:59:28
817536400337801217,11094,9326886,147183,2017-01-07 01:00:41
817502432452313088,0,9326886,147183,2017-01-06 22:45:43
817423860136083457,31787,9326886,147183,2017-01-06 17:33:29
817415592588222464,5281,9326886,147183,2017-01-06 17:00:38
817181837579653120,0,9326886,147183,2017-01-06 01:31:47
817171292965273600,8294,9326886,147183,2017-01-06 00:49:53
817120970343411712,11529,9326886,147183,2017-01-05 21:29:55
817056546584727552,8123,9326886,147183,2017-01-05 17:13:55
816829038950027264,0,9326886,147183,2017-01-05 02:09:53
816816676327063552,9459,9326886,147183,2017-01-05 01:20:46
816697700272001025,9223,9326886,147183,2017-01-04 17:27:59
816450570814898180,28638,9326886,147183,2017-01-04 01:05:59
816336735214911488,8155,9326886,147183,2017-01-03 17:33:39
816091915477250048,8469,9326886,147183,2017-01-03 01:20:49
816062466425819140,0,9326886,147183,2017-01-02 23:23:48
816014286006976512,0,9326886,147183,2017-01-02 20:12:21
815990720817401858,4682,9326886,147183,2017-01-02 18:38:42
815966073409433600,21091,9326886,147183,2017-01-02 17:00:46
815745968457060357,0,9326886,147183,2017-01-02 02:26:09
815736392542261248,9286,9326886,147183,2017-01-02 01:48:06
815639385530101762,7806,9326886,147183,2017-01-01 19:22:38
815390420867969024,9810,9326886,147183,2017-01-01 02:53:20
814986499976527872,7249,9326886,147183,2016-12-31 00:08:17
814638523311648768,10675,9326886,147183,2016-12-30 01:05:33
