,tweet_id,source,text,expanded_urls,name,jpg_url,img_num,favorites,user_followers,user_favourites,date_time,day,month,year,rating,stage,breed,confidence
11,834574053763584002,http://twitter.com/download/iphone,Here's a doggo fully pupared for a shower. H*ckin exquisite balance. Sneaky tongue slip too. 13/10 https://t.co/UtEVnQ1ZPg,https://twitter.com/dog_rates/status/834574053763584002/photo/1,None,https://pbs.twimg.com/media/C5UAqgyXAAAbMWH.jpg,1,12805,9326887,147183,2017-02-23 01:22:14,23,02,2017,13.0,doggo,golden_retriever,0.226564
12,832998151111966721,http://twitter.com/download/iphone,"This is Rhino. He arrived at a shelter with an elaborate doggo manual for his new family, written by someone who will always love him. 13/10 https://t.co/QX1h0oqMz0","https://twitter.com/dog_rates/status/832998151111966721/photo/1,https://twitter.com/dog_rates/status/832998151111966721/photo/1",Rhino,https://pbs.twimg.com/media/C49nZavUYAEJjGw.jpg,1,12417,9326887,147183,2017-02-18 17:00:10,18,02,2017,13.0,doggo,boxer,0.539036
13,832273440279240704,http://twitter.com/download/iphone,Say hello to Smiley. He's a blind therapy doggo having a h*ckin blast high steppin around in the snow. 14/10 would follow anywhere https://t.co/SHAb1wHjMz,https://twitter.com/dog_rates/status/832273440279240704/video/1,Smiley,https://pbs.twimg.com/ext_tw_video_thumb/832273373149413377/pu/img/qOqxM0b48fEarmq6.jpg,1,10642,9326887,147183,2017-02-16 17:00:25,16,02,2017,14.0,doggo,Pembroke,0.134081
14,832032802820481025,http://twitter.com/download/iphone,"This is Miguel. He was the only remaining doggo at the adoption center after the weekend. Let's change that. 12/10

https://t.co/P0bO8mCQwN https://t.co/SU4K34NT4M","https://www.petfinder.com/petdetail/34918210,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1,https://twitter.com/dog_rates/status/832032802820481025/photo/1",Miguel,https://pbs.twimg.com/media/C4v5a4UWcAIRygc.jpg,1,16764,9326887,147183,2017-02-16 01:04:13,16,02,2017,12.0,doggo,whippet,0.601712
15,831939777352105988,http://twitter.com/download/iphone,This is Emanuel. He's a h*ckin rare doggo. Dwells in a semi-urban environment. Round features make him extra collectible. 12/10 would so pet https://t.co/k9bzgyVdUT,https://twitter.com/dog_rates/status/831939777352105988/photo/1,Emanuel,https://pbs.twimg.com/media/C4uk0EWWQAAaZm1.jpg,1,22462,9326887,147183,2017-02-15 18:54:34,15,02,2017,12.0,doggo,Pomeranian,0.153862
16,831322785565769729,http://twitter.com/download/iphone,This is Pete. He has no eyes. Needs a guide doggo. Also appears to be considerably fluffy af. 12/10 would hug softly https://t.co/Xc0gyovCtK,https://twitter.com/dog_rates/status/831322785565769729/photo/1,Pete,https://pbs.twimg.com/media/C4lzqQ4UEAApzU0.jpg,1,8748,9326887,147183,2017-02-14 02:02:51,14,02,2017,12.0,doggo,Old_English_sheepdog,0.999715
17,829878982036299777,http://twitter.com/download/iphone,RT @dog_rates: This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,"https://twitter.com/dog_rates/status/826958653328592898/photo/1,https://twitter.com/dog_rates/status/826958653328592898/photo/1",Loki,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,1,0,9326887,147183,2017-02-10 02:25:42,10,02,2017,12.0,doggo,golden_retriever,0.6173890000000001
18,829449946868879360,http://twitter.com/download/iphone,Here's a stressed doggo. Had a long day. Many things on her mind. The hat communicates these feelings exquisitely. 11/10 https://t.co/fmRS43mWQB,https://twitter.com/dog_rates/status/829449946868879360/photo/1,None,https://pbs.twimg.com/media/C4LMUf8WYAkWz4I.jpg,1,9864,9326887,147183,2017-02-08 22:00:52,08,02,2017,11.0,doggo,Labrador_retriever,0.315163
19,828381636999917570,http://twitter.com/download/iphone,Meet Doobert. He's a deaf doggo. Didn't stop him on the field tho. Absolute legend today. 14/10 would pat head approvingly https://t.co/iCk7zstRA9,https://twitter.com/dog_rates/status/828381636999917570/photo/1,Doobert,https://pbs.twimg.com/media/C38Asz1WEAAvzj3.jpg,1,11856,9326886,147183,2017-02-05 23:15:47,05,02,2017,14.0,doggo,Bedlington_terrier,0.392535
20,826958653328592898,http://twitter.com/download/iphone,This is Loki. He smiles like Elvis. Ain't nothin but a hound doggo. 12/10 https://t.co/QV5nx6otZR,https://twitter.com/dog_rates/status/826958653328592898/photo/1,Loki,https://pbs.twimg.com/media/C3nygbBWQAAjwcW.jpg,1,20291,9326886,147183,2017-02-02 01:01:21,02,02,2017,12.0,doggo,golden_retriever,0.6173890000000001
21,826848821049180160,http://twitter.com/download/iphone,This is Cupid. He was found in the trash. Now he's well on his way to prosthetic front legs and a long happy doggo life. 13/10 heroic af https://t.co/WS0Gha8vRh,"https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1,https://twitter.com/dog_rates/status/826848821049180160/photo/1",Cupid,https://pbs.twimg.com/media/C3mOnZ_XUAAjr2V.jpg,4,33996,9326886,147183,2017-02-01 17:44:55,01,02,2017,13.0,doggo,Great_Pyrenees,0.858764
22,826476773533745153,http://twitter.com/download/iphone,This is Pilot. He has mastered the synchronized head tilt and sneaky tongue slip. Usually not unlocked until later doggo days. 12/10 https://t.co/YIV8sw8xkh,https://twitter.com/dog_rates/status/826476773533745153/photo/1,Pilot,https://pbs.twimg.com/media/C3g8M0lWIAEcFgn.jpg,1,17345,9326886,147183,2017-01-31 17:06:32,31,01,2017,12.0,doggo,German_shepherd,0.7418600000000001
23,826204788643753985,http://twitter.com/download/iphone,"Here's a little more info on Dew, your favorite roaming doggo that went h*ckin viral. 13/10 
https://t.co/1httNYrCeW https://t.co/KvaM8j3jhX","http://us.blastingnews.com/news/2017/01/kentucky-teen-helps-lost-yellow-labrador-and-gets-a-huge-surprise-001431969.html?sbdht=_pM1QUzk3wsenGU1giO7UnJ5NGGiKRW9AD5xs2MkaDpYY13JxbtKE4w2_,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1,https://twitter.com/dog_rates/status/826204788643753985/photo/1",None,https://pbs.twimg.com/media/C3dEza1WcAAhlNU.jpg,2,4594,9326886,147183,2017-01-30 23:05:46,30,01,2017,13.0,doggo,Labrador_retriever,0.782058
24,821765923262631936,http://twitter.com/download/iphone,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af https://t.co/maDNMETA52,https://twitter.com/dog_rates/status/821765923262631936/photo/1,Duchess,https://pbs.twimg.com/media/C2d_vnHWEAE9phX.jpg,1,7896,9326886,147183,2017-01-18 17:07:18,18,01,2017,13.0,doggo,golden_retriever,0.980071
25,821407182352777218,http://twitter.com/download/iphone,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) https://t.co/Xn5AQtiqzG,https://twitter.com/dog_rates/status/821407182352777218/video/1,Sundance,https://pbs.twimg.com/ext_tw_video_thumb/821407155391725568/pu/img/AJC07gFJDDBuwNTD.jpg,1,11086,9326886,147183,2017-01-17 17:21:47,17,01,2017,14.0,doggo,Irish_setter,0.5054960000000001
26,821107785811234820,http://twitter.com/download/iphone,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey https://t.co/8SiwKDlRcl,https://twitter.com/dog_rates/status/821107785811234820/photo/1,None,https://pbs.twimg.com/media/C2UpLA-UcAEK_Fz.jpg,1,9053,9326886,147183,2017-01-16 21:32:06,16,01,2017,11.0,doggo,Pomeranian,0.85659
27,819015337530290176,http://twitter.com/download/iphone,RT @dog_rates: This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,"https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1",Bo,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1,0,9326886,147183,2017-01-11 02:57:27,11,01,2017,14.0,doggo,standard_poodle,0.351308
28,819004803107983360,http://twitter.com/download/iphone,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet https://t.co/AdPKrI8BZ1,"https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1,https://twitter.com/dog_rates/status/819004803107983360/photo/1",Bo,https://pbs.twimg.com/media/C12whDoVEAALRxa.jpg,1,82545,9326886,147183,2017-01-11 02:15:36,11,01,2017,14.0,doggo,standard_poodle,0.351308
29,817777686764523521,http://twitter.com/download/iphone,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) https://t.co/m7isZrOBX7",https://twitter.com/dog_rates/status/817777686764523521/video/1,Dido,https://pbs.twimg.com/ext_tw_video_thumb/817777588030476288/pu/img/KbuLpE4krHF4VdPf.jpg,1,10205,9326886,147183,2017-01-07 16:59:28,07,01,2017,13.0,doggo,curly-coated_retriever,0.733256
30,813910438903693312,http://twitter.com/download/iphone,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist https://t.co/z1VRj1cYZf,https://twitter.com/dog_rates/status/813910438903693312/photo/1,Chubbs,https://pbs.twimg.com/media/C0uXObSXUAAIzmV.jpg,1,8838,9326886,147183,2016-12-28 00:52:25,28,12,2016,11.0,doggo,Siberian_husky,0.6993550000000001
31,813202720496779264,http://twitter.com/download/iphone,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 https://t.co/cD967DjnIn,https://twitter.com/dog_rates/status/813202720496779264/photo/1,None,https://pbs.twimg.com/media/C0kTjqIXgAAqpRi.jpg,1,8753,9326886,147183,2016-12-26 02:00:11,26,12,2016,11.0,doggo,cocker_spaniel,0.701852
32,813127251579564032,http://twitter.com/download/iphone,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup https://t.co/BzITyGw3JA,"https://twitter.com/dog_rates/status/813127251579564032/photo/1,https://twitter.com/dog_rates/status/813127251579564032/photo/1",None,https://pbs.twimg.com/media/C0jO6aBWEAAM28r.jpg,1,11186,9326886,147183,2016-12-25 21:00:18,25,12,2016,11.0,doggo,Norwegian_elkhound,0.432416
33,813096984823349248,http://twitter.com/download/iphone,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him https://t.co/soNL00XWVu,https://twitter.com/dog_rates/status/813096984823349248/photo/1,Rocky,https://pbs.twimg.com/media/C0izZULWgAAKD-F.jpg,1,10018,9326886,147183,2016-12-25 19:00:02,25,12,2016,11.0,doggo,Great_Dane,0.128056
34,808106460588765185,http://twitter.com/download/iphone,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time https://t.co/ANBpEYHaho,https://twitter.com/dog_rates/status/808106460588765185/photo/1,None,https://pbs.twimg.com/media/Czb4iFRXgAIUMiN.jpg,1,8373,9326886,147183,2016-12-12 00:29:28,12,12,2016,12.0,doggo,golden_retriever,0.426183
35,802265048156610565,http://twitter.com/download/iphone,"Like doggo, like pupper version 2. Both 11/10 https://t.co/9IxWAXFqze",https://twitter.com/dog_rates/status/802265048156610565/photo/1,None,https://pbs.twimg.com/media/CyI3zXgWEAACQfB.jpg,1,6614,9326886,147183,2016-11-25 21:37:47,25,11,2016,11.0,doggo,Labrador_retriever,0.8971620000000001
36,801115127852503040,http://twitter.com/download/iphone,This is Bones. He's being haunted by another doggo of roughly the same size. 12/10 deep breaths pupper everything's fine https://t.co/55Dqe0SJNj,"https://twitter.com/dog_rates/status/801115127852503040/photo/1,https://twitter.com/dog_rates/status/801115127852503040/photo/1",Bones,https://pbs.twimg.com/media/Cx4h7zHUsAAqaJd.jpg,1,7666,9326886,147183,2016-11-22 17:28:25,22,11,2016,12.0,doggo,dalmatian,0.823356
37,799757965289017345,http://twitter.com/download/iphone,This is Sobe. She's a h*ckin happy doggo. Only one leg tho. Must have good balance. 13/10 would smile back https://t.co/OiH8PaOxB1,"https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1,https://twitter.com/dog_rates/status/799757965289017345/photo/1",Sobe,https://pbs.twimg.com/media/CxlPnoSUcAEXf1i.jpg,1,7962,9326886,147183,2016-11-18 23:35:32,18,11,2016,13.0,doggo,Border_collie,0.442534
38,796484825502875648,http://twitter.com/download/iphone,Here's a sleepy doggo that requested some assistance. 12/10 would carry everywhere https://t.co/bvkkqOjNDV,https://twitter.com/dog_rates/status/796484825502875648/photo/1,None,https://pbs.twimg.com/media/Cw2uty8VQAAB0pL.jpg,1,7171,9326886,147183,2016-11-09 22:49:15,09,11,2016,12.0,doggo,cocker_spaniel,0.116924
39,795464331001561088,http://twitter.com/download/iphone,Elder doggo does a splash. Both 13/10 incredible stuff https://t.co/gBUDjdEcqz,https://twitter.com/dog_rates/status/795464331001561088/video/1,None,https://pbs.twimg.com/ext_tw_video_thumb/795464066940764160/pu/img/jPkMMQXdydb7CqFX.jpg,1,46695,9326886,147183,2016-11-07 03:14:10,07,11,2016,13.0,doggo,golden_retriever,0.193082
40,786363235746385920,http://twitter.com/download/iphone,This is Rizzo. He has many talents. A true renaissance doggo. 13/10 entertaining af https://t.co/TVXpEJB7Wn,"https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1,https://twitter.com/dog_rates/status/786363235746385920/photo/1",Rizzo,https://pbs.twimg.com/media/Cum5LlfWAAAyPcS.jpg,1,10258,9326886,147183,2016-10-13 00:29:39,13,10,2016,13.0,doggo,golden_retriever,0.929266
41,782747134529531904,http://twitter.com/download/iphone,This is Deacon. He's the happiest almost dry doggo I've ever seen. 11/10 would smile back https://t.co/C6fUMnHt1H,https://twitter.com/dog_rates/status/782747134529531904/photo/1,Deacon,https://pbs.twimg.com/media/CtzgXgeXYAA1Gxw.jpg,1,7059,9326886,147183,2016-10-03 01:00:34,03,10,2016,11.0,doggo,golden_retriever,0.560699
42,782305867769217024,http://twitter.com/download/iphone,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes https://t.co/pgVKxRw0s1,"https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1,https://twitter.com/dog_rates/status/782305867769217024/photo/1",Sampson,https://pbs.twimg.com/media/CttPBt0WIAAcsDE.jpg,1,15689,9326886,147183,2016-10-01 19:47:08,01,10,2016,12.0,doggo,briard,0.5044270000000001
43,775898661951791106,http://twitter.com/download/iphone,"RT @dog_rates: Like father (doggo), like son (pupper). Both 12/10 https://t.co/pG2inLaOda","https://twitter.com/dog_rates/status/733109485275860992/photo/1,https://twitter.com/dog_rates/status/733109485275860992/photo/1",None,https://pbs.twimg.com/media/CiyHLocU4AI2pJu.jpg,1,0,9326886,147183,2016-09-14 03:27:11,14,09,2016,12.0,doggo,golden_retriever,0.945523
44,775364825476165632,http://twitter.com/download/iphone,This is Finley. He's an independent doggo still adjusting to life on his own. 11/10 https://t.co/7FNcBaKbci,"https://twitter.com/dog_rates/status/775364825476165632/photo/1,https://twitter.com/dog_rates/status/775364825476165632/photo/1,https://twitter.com/dog_rates/status/775364825476165632/photo/1,https://twitter.com/dog_rates/status/775364825476165632/photo/1",Finley,https://pbs.twimg.com/media/CsKmMB2WAAAXcAy.jpg,3,6935,9326886,147183,2016-09-12 16:05:54,12,09,2016,11.0,doggo,beagle,0.571229
45,770093767776997377,http://twitter.com/download/iphone,RT @dog_rates: This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,"https://twitter.com/dog_rates/status/741067306818797568/photo/1,https://twitter.com/dog_rates/status/741067306818797568/photo/1",just,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,1,0,9326886,147183,2016-08-29 03:00:36,29,08,2016,12.0,doggo,golden_retriever,0.843799
46,760893934457552897,http://twitter.com/download/iphone,This is Wishes. He has the day off. Daily struggles of being a doggo have finally caught up with him. 11/10 https://t.co/H9YgrUkYwa,https://twitter.com/dog_rates/status/760893934457552897/photo/1,Wishes,https://pbs.twimg.com/media/Co88_ujWEAErCg7.jpg,1,3567,9326886,147183,2016-08-03 17:43:45,03,08,2016,11.0,doggo,Blenheim_spaniel,0.113992
47,759793422261743616,http://twitter.com/download/iphone,"Meet Maggie &amp; Lila. Maggie is the doggo, Lila is the pupper. They are sisters. Both 12/10 would pet at the same time https://t.co/MYwR4DQKll","https://twitter.com/dog_rates/status/759793422261743616/photo/1,https://twitter.com/dog_rates/status/759793422261743616/photo/1",Maggie,https://pbs.twimg.com/media/CotUFZEWcAA2Pku.jpg,2,5572,9326886,147183,2016-07-31 16:50:42,31,07,2016,12.0,doggo,golden_retriever,0.985876
48,758828659922702336,http://twitter.com/download/iphone,This doggo is just waiting for someone to be proud of her and her accomplishment. 13/10 legendary af https://t.co/9T2h14yn4Q,https://twitter.com/dog_rates/status/758828659922702336/photo/1,None,https://pbs.twimg.com/media/Cofmom_VUAA4dRO.jpg,1,10459,9326887,147183,2016-07-29 00:57:05,29,07,2016,13.0,doggo,Chesapeake_Bay_retriever,0.480048
49,757393109802180609,http://twitter.com/download/iphone,Here's a doggo completely oblivious to the double rainbow behind him. 10/10 someone tell him https://t.co/OfvRoD6ndV,"https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1,https://twitter.com/dog_rates/status/757393109802180609/photo/1",None,https://pbs.twimg.com/media/CoLNAq6WAAAkmdJ.jpg,2,5437,9326889,147183,2016-07-25 01:52:43,25,07,2016,10.0,doggo,Labrador_retriever,0.787125
50,752682090207055872,http://twitter.com/download/iphone,Nothing better than a doggo and a sunset. 10/10 majestic af https://t.co/xVSodF19PS,"https://twitter.com/dog_rates/status/752682090207055872/photo/1,https://twitter.com/dog_rates/status/752682090207055872/photo/1",None,https://pbs.twimg.com/media/CnIQXdYWgAAnsZZ.jpg,2,5593,9326889,147183,2016-07-12 01:52:49,12,07,2016,10.0,doggo,German_shepherd,0.299966
51,752660715232722944,http://twitter.com/download/iphone,"Hooman used Pokeball
*wiggle*
*wiggle*
Doggo broke free 
10/10 https://t.co/bWSgqnwSHr","https://twitter.com/dog_rates/status/752660715232722944/photo/1,https://twitter.com/dog_rates/status/752660715232722944/photo/1",None,https://pbs.twimg.com/media/CnH87L6XYAAF7I_.jpg,2,4071,9326889,147183,2016-07-12 00:27:52,12,07,2016,10.0,doggo,English_setter,0.0505118
52,752334515931054080,http://twitter.com/download/iphone,Here's a doggo trying to catch some fish. 8/10 futile af (vid by @KellyBauerx) https://t.co/jwd0j6oWLE,https://twitter.com/dog_rates/status/752334515931054080/video/1,None,https://pbs.twimg.com/ext_tw_video_thumb/752334354492362752/pu/img/uWISPc0YRmhUi9Ju.jpg,1,3591,9326889,147183,2016-07-11 02:51:40,11,07,2016,8.0,doggo,Bedlington_terrier,0.399163
53,751583847268179968,http://twitter.com/download/iphone,Please stop sending it pictures that don't even have a doggo or pupper in them. Churlish af. 5/10 neat couch tho https://t.co/u2c9c7qSg8,https://twitter.com/dog_rates/status/751583847268179968/photo/1,None,https://pbs.twimg.com/media/Cm4phTpWcAAgLsr.jpg,1,4101,9326889,147183,2016-07-09 01:08:47,09,07,2016,5.0,doggo,dalmatian,0.8683040000000001
54,750011400160841729,https://about.twitter.com/products/tweetdeck,Meet Piper. She's an airport doggo. Please return your tray table to its full pupright and locked position. 11/10 https://t.co/D17IAcetmM,https://twitter.com/dog_rates/status/750011400160841729/photo/1,Piper,https://pbs.twimg.com/media/CmfmvGUWgAAuVKD.jpg,1,3003,9326889,147183,2016-07-04 17:00:26,04,07,2016,11.0,doggo,Boston_bull,0.0871498
55,748932637671223296,http://twitter.com/download/iphone,Say hello to Divine Doggo. Must be magical af. 13/10 would be an honor to pet https://t.co/BbcABzohKb,https://twitter.com/dog_rates/status/748932637671223296/photo/1,Divine,https://pbs.twimg.com/media/CmS-QkQWAAAkUa-.jpg,1,5400,9326889,147183,2016-07-01 17:33:49,01,07,2016,13.0,doggo,borzoi,0.742912
56,745433870967832576,http://twitter.com/download/iphone,This is Lenox. She's in a wheelbarrow. Silly doggo. You don't belong there. 10/10 would push around https://t.co/oYbVR4nBsR,"https://twitter.com/dog_rates/status/745433870967832576/photo/1,https://twitter.com/dog_rates/status/745433870967832576/photo/1,https://twitter.com/dog_rates/status/745433870967832576/photo/1",Lenox,https://pbs.twimg.com/media/ClhQJUUWAAEVpBX.jpg,1,6535,9326889,147183,2016-06-22 01:50:58,22,06,2016,10.0,doggo,basset,1.44895e-05
57,744234799360020481,http://twitter.com/download/iphone,Here's a doggo realizing you can stand in a pool. 13/10 enlightened af (vid by Tina Conrad) https://t.co/7wE9LTEXC4,https://twitter.com/dog_rates/status/744234799360020481/video/1,None,https://pbs.twimg.com/ext_tw_video_thumb/744234667679821824/pu/img/1GaWmtJtdqzZV7jy.jpg,1,144438,9327299,147186,2016-06-18 18:26:18,18,06,2016,13.0,doggo,Labrador_retriever,0.825333
58,741067306818797568,http://twitter.com/download/iphone,This is just downright precious af. 12/10 for both pupper and doggo https://t.co/o5J479bZUC,https://twitter.com/dog_rates/status/741067306818797568/photo/1,just,https://pbs.twimg.com/media/CkjMx99UoAM2B1a.jpg,1,8849,9326889,147183,2016-06-10 00:39:48,10,06,2016,12.0,doggo,golden_retriever,0.843799
59,739238157791694849,http://twitter.com/download/iphone,Here's a doggo blowing bubbles. It's downright legendary. 13/10 would watch on repeat forever (vid by Kent Duryee) https://t.co/YcXgHfp1EC,https://twitter.com/dog_rates/status/739238157791694849/video/1,None,https://pbs.twimg.com/ext_tw_video_thumb/739238016737267712/pu/img/-tLpyiuIzD5zR1et.jpg,1,107008,9326889,147183,2016-06-04 23:31:25,04,06,2016,13.0,doggo,Eskimo_dog,0.503372
